"순번","쉼터명칭","사용여부","도로명주소","지번주소","시설유형","시설면적","이용가능인원","운영시작일","운영종료일","평일개방여부","평일 개방시간","평일 종료시간","토요일개방여부","토요일 개방시간","토요일 종료시간","일요일 개방여부","일요일 개방시간","일요일 종료시간","공휴일 개방여부","공휴일 개방시간","공휴일 종료시간","위도","경도","비고","X좌표","Y좌표"
"1046","신대방2동주민센터","Y","서울특별시 동작구 여의대방로24길 76","서울특별시 동작구 신대방동 723","주민센터","1,030.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92453770","37.49840690","","193327.070339","544329.985072"
"1047","보라매동주민센터","Y","서울특별시 관악구 봉천로 279-8 ","서울특별시 관악구 봉천동 661","주민센터","338.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93280460","37.48816720","한파특보 발효 시(평일 09:00~20:00) 운영","194057.279067","543192.958210"
"1048","보라매경로당","Y","서울특별시 관악구 봉천로21길 35","서울특별시 관악구 봉천동 662-109","노인시설","366.05","46","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93406720","37.48846910","한파특보 발효시 운영","194168.966135","543226.386184"
"1049","당곡경로당","Y","서울특별시 관악구 당곡6길 37","서울특별시 관악구 봉천동 717-17","노인시설","106.00","14","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92943210","37.49222190","한파특보 발효시 운영","193759.354487","543643.194915"
"1050","청림동주민센터","Y","서울특별시 관악구 관악로40길 39","서울특별시 관악구 봉천동 1000","주민센터","789.96","22","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95859710","37.49184470","한파특보 발효 시(평일 09:00~20:00) 운영","196338.531963","543599.796724"
"1051","구립청림경로당","Y","서울특별시 관악구 청림2길 37","서울특별시 관악구 봉천동 15-41","노인시설","309.56","39","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95828660","37.48666660","한파특보 발효시 운영","196310.818230","543025.107879"
"1052","관악푸르지오 삼오경로당","Y","서울특별시 관악구 청림5길 28","서울특별시 관악구 봉천동 1717-1","노인시설","215.00","27","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96024300","37.48952500","한파특보 발효시 운영","196483.978508","543342.277740"
"1053","성현동주민센터","Y","서울특별시 관악구 구암길 38","서울특별시 관악구 봉천동 1712-9","주민센터","358.08","32","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94817710","37.48951340","한파특보 발효 시(평일 09:00~20:00) 운영","195416.896119","543341.509318"
"1054","구암경로당","Y","서울특별시 관악구 은천로23길 19","서울특별시 관악구 봉천동 480-111","노인시설","122.32","16","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94807820","37.48768680","한파특보 발효시 운영","195408.037810","543138.785587"
"1055","관악드림타운 2단지(아) 경로당","Y","서울특별시 관악구 구암길 106","서울특별시 관악구 봉천동 1712-1","노인시설","301.00","38","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94805600","37.49169700","한파특보 발효시 운영","195406.320024","543583.866154"
"1056","성현동아(아) 2단지 경로당","Y","서울특별시 관악구 관악로37길 20","서울특별시 관악구 봉천동 1703-1","노인시설","76.00","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95624290","37.48796090","한파특보 발효시 운영","196130.137774","543168.840148"
"1057","성현경로당","Y","서울특별시 관악구 은천로35길 40-3 ","서울특별시 관악구 봉천동 41-34","노인시설","479.00","60","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95420300","37.48802100","한파특보 발효시 운영","195949.732985","543175.596261"
"1058","행운동주민센터","Y","서울특별시 관악구 행운1길 43","서울특별시 관악구 봉천동 1670-7","주민센터","690.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95703150","37.48066760","한파특보 발효 시(평일 09:00~20:00) 운영","196199.511863","542359.348364"
"1059","신창경로당","Y","서울특별시 관악구 행운1길 12","서울특별시 관악구 봉천동 1675-12","노인시설","121.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95858900","37.47995100","한파특보 발효시 운영","196337.235023","542279.753589"
"1060","봉천우성(아) 109,110동 경로당","Y","서울특별시 관악구 관악로30길 40","서울특별시 관악구 봉천동 1706-1","노인시설","93.00","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96119100","37.48475800","한파특보 발효시 운영","196567.599448","542813.168674"
"1061","원당경로당","Y","서울특별시 관악구 남부순환로247다길 60","서울특별시 관악구 봉천동 148-145","노인시설","177.00","22","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96411300","37.47863900","한파특보 발효시 운영","196825.772280","542133.938556"
"1062","행운경로당","Y","서울특별시 관악구 행운9길 34","서울특별시 관악구 봉천동 1724-2","노인시설","113.00","14","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95963800","37.48337500","한파특보 발효시 운영","196430.181015","542659.731757"
"1063","낙성대동주민센터","Y","서울특별시 관악구 낙성대로4가길 5","서울특별시 관악구 봉천동 1624-24","주민센터","318.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95840680","37.47630380","한파특보 발효 시(평일 09:00~20:00) 운영","196320.940802","541874.970246"
"1064","백설경로당","Y","서울특별시 관악구 관악로6길 50","서울특별시 관악구 봉천동 1606-11","노인시설","63.00","8","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95349600","37.47624700","한파특보 발효시 운영","195886.560798","541868.869391"
"1065","덕진경로당","Y","서울특별시 관악구 남부순환로234길 37","서울특별시 관악구 봉천동 1621-23","노인시설","147.00","19","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95682100","37.47770010","한파특보 발효시 운영","196180.742482","542030.003988"
"1066","관악구청","Y","서울특별시 관악구 관악로 145","서울특별시 관악구 봉천동 1570-1","기타","136.34","36","2025-01-25","2025-03-15","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","126.95139520","37.47826760"," ? 주간: 관악구청 1층 관악청 / ? 야간(한파특보시): 관악구청 7층 휴게실에서 응급대피소 운영","195700.853533","542093.222791"
"1067","청룡동주민센터","Y","서울특별시 관악구 쑥고개로 44","서울특별시 관악구 봉천동 1539-1","주민센터","1,441.00","41","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94162330","37.47913450","한파특보 발효 시(평일 09:00~20:00) 운영","194836.578118","542189.928107"
"1068","일선경로당","Y","서울특별시 관악구 쑥고개로26길 24","서울특별시 관악구 봉천동 1587-7","노인시설","130.00","17","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94952720","37.47782330","한파특보 발효시 운영","195535.600496","542043.998353"
"1069","송현경로당","Y","서울특별시 관악구 장군봉1길 45-6 ","서울특별시 관악구 봉천동 927-22","노인시설","199.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94247300","37.48188900","한파특보 발효시 운영","194911.920904","542495.594675"
"1070","은천동주민센터","Y","서울특별시 관악구 봉천로33나길 30","서울특별시 관악구 봉천동 905-29","주민센터","48.00","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94241470","37.48531150","한파특보 발효 시(평일 09:00~20:00) 운영","194906.996777","542875.449953"
"1071","국지경로당","Y","서울특별시 관악구 국회단지21길 14","서울특별시 관악구 봉천동 635-68","노인시설","344.00","43","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94150700","37.49026000","한파특보 발효시 운영","194827.058505","543424.717730"
"1072","은천경로당","Y","서울특별시 관악구 봉천로27길 45","서울특별시 관악구 봉천동 936-6","노인시설","111.00","14","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94083500","37.48575800","한파특보 발효시 운영","194767.314868","542925.092176"
"1073","벽산블루밍(아)3단지 경로당","Y","서울특별시 관악구 양녕로 117","서울특별시 관악구 봉천동 1718-1","노인시설","137.00","17","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94269350","37.49205480","한파특보 발효시 운영","194932.110198","543623.852454"
"1074","두산(아)임대 3단지 경로당","Y","서울특별시 관악구 양녕로 31","서울특별시 관악구 봉천동 1708-2","노인시설","99.00","13","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94579300","37.48515500","한파특보 발효시 운영","195205.772997","542857.903136"
"1075","국사봉경로당","Y","서울특별시 관악구 은천로15길 13-2 ","서울특별시 관악구 봉천동 622-70","노인시설","202.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94370500","37.48750400","한파특보 발효시 운영","195021.259990","543118.719484"
"1076","중앙동주민센터","Y","서울특별시 관악구 양녕로6다길 7","서울특별시 관악구 봉천동 1512-7","주민센터","704.47","14","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94975450","37.48419320","한파특보 발효 시(평일 09:00~20:00) 운영","195556.082802","542750.961719"
"1077","중앙경로당","Y","서울특별시 관악구 은천로26길 14","서울특별시 관악구 봉천동 457-208","노인시설","199.54","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.95041270","37.48592920","한파특보 발효시 운영","195614.398179","542943.603882"
"1078","장수경로당","Y","서울특별시 관악구 양녕로6다길 11-4 ","서울특별시 관악구 봉천동 1512-9","노인시설","94.00","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94936800","37.48446400","한파특보 발효시 운영","195521.915324","542781.035244"
"1079","인헌동주민센터","Y","서울특별시 관악구 남부순환로246가길 20","서울특별시 관악구 봉천동 1635-40","주민센터","500.00","28","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96533100","37.47511800","한파특보 발효 시(평일 09:00~20:00) 운영","196933.361278","541743.114353"
"1080","인헌경로당","Y","서울특별시 관악구 낙성대역3길 6-6 ","서울특별시 관악구 봉천동 1709-5","노인시설","200.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96181970","37.47585290","한파특보 발효시 운영","196622.803071","541824.798525"
"1081","덕양경로당","Y","서울특별시 관악구 인헌4길 20","서울특별시 관악구 봉천동 1637-13","노인시설","400.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96590700","37.47482500","한파특보 발효시 운영","196984.299459","541710.576686"
"1082","밤골경로당","Y","서울특별시 관악구 인헌3가길 8","서울특별시 관악구 봉천동 1642-4","노인시설","98.00","13","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.96735600","37.47390000","한파특보 발효시 운영","197112.435351","541607.868704"
"1083","남현동주민센터","Y","서울특별시 관악구 남현1가길 29","서울특별시 관악구 남현동 1086-1","주민센터","172.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97787530","37.47468790","한파특보 발효 시(평일 09:00~20:00) 운영","198042.953362","541695.044438"
"1084","구립예촌경로당","Y","서울특별시 관악구 남현길 41","서울특별시 관악구 남현동 1083-1","노인시설","198.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.97689060","37.47453670","한파특보 발효 시 운영","197955.847324","541678.284189"
"1085","관수경로당","Y","서울특별시 관악구 승방3나길 14","서울특별시 관악구 남현동 602-196","노인시설","63.00","8","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.98054000","37.47288000","한파특보 발효 시 운영","198278.618699","541494.339822"
"1086","서원동주민센터","Y","서울특별시 관악구 신림로 282","서울특별시 관악구 신림동 1641-65","주민센터","1,311.00","43","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93127040","37.47978270","한파특보 발효 시(평일 09:00~20:00) 운영","193920.916026","542262.487705"
"1087","신본경로당","Y","서울특별시 관악구 남부순환로200다길 7","서울특별시 관악구 신림동 1510-6","노인시설","353.00","44","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93649270","37.48259520","한파특보 발효시 운영","194383.035314","542574.313458"
"1088","서원경로당","Y","서울특별시 관악구 서원3길 10","서울특별시 관악구 신림동 409-26","노인시설","238.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93322800","37.47683200","한파특보 발효시 운영","194093.832147","541934.874821"
"1089","신관경로당","Y","서울특별시 관악구 신림로48길 25","서울특별시 관악구 신림동 91-50","노인시설","396.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93345100","37.47940200","한파특보 발효시 운영","194113.758698","542220.096533"
"1090","신원동주민센터","Y","서울특별시 관악구 신원로3길 13","서울특별시 관악구 신림동 1601-3","주민센터","200.00","23","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92743890","37.48162400","한파특보 발효 시(평일 09:00~20:00) 운영","193582.180028","542467.101766"
"1091","신일경로당","Y","서울특별시 관악구 문성로32길 18","서울특별시 관악구 신림동 1630-30","노인시설","362.00","46","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92869880","37.47850190","한파특보 발효시 운영","193693.352176","542120.505111"
"1092","신원경로당","Y","서울특별시 관악구 남부순환로170길 6","서울특별시 관악구 신림동 1581-6","노인시설","254.00","32","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92438200","37.48269000","한파특보 발효시 운영","193311.901018","542585.626364"
"1093","서림동주민센터","Y","서울특별시 관악구 신림로29길 6","서울특별시 관악구 신림동 1694-7","주민센터","780.00","23","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93498930","37.47499060","한파특보 발효 시(평일 09:00~20:00) 운영","194249.482927","541730.395081"
"1094","서림경로당","Y","서울특별시 관악구 서림3길 47","서울특별시 관악구 신림동 103-141","노인시설","52.00","7","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94062270","37.47232300","한파특보 발효시 운영","194747.598322","541433.998251"
"1095","서광경로당","Y","서울특별시 관악구 참숯5길 38","서울특별시 관악구 신림동 1564-64","노인시설","198.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.94174760","37.47610710","한파특보 발효시 운영","194847.364606","541853.920373"
"1096","행복경로당","Y","서울특별시 관악구 신림로36길 12-10 ","서울특별시 관악구 신림동 94-115","노인시설","202.56","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93793220","37.47562270","한파특보 발효시 운영","194509.843213","541800.374067"
"1097","구립어울림경로당","Y","서울특별시 관악구 남부순환로149길 34-2 ","서울특별시 관악구 신림동 524-14","노인시설","224.00","28","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91549430","37.48358790","한파특보 발효시 운영","192525.910056","542685.949783"
"1098","신사동주민센터","Y","서울특별시 관악구 조원로 142","서울특별시 관악구 신림동 492-4","주민센터","196.00","38","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91810000","37.48550000","한파특보 발효 시(평일 09:00~20:00) 운영","192756.555322","542897.963940"
"1099","신사경로당","Y","서울특별시 관악구 조원로 151-1 ","서울특별시 관악구 신림동 480-21","노인시설","695.00","87","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91911480","37.48590960","한파특보 발효시 운영","192846.345891","542943.346541"
"1100","신림동주민센터","Y","서울특별시 관악구 신림동길 14","서울특별시 관악구 신림동 1439-3","주민센터","1,037.72","32","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92709960","37.48739360","한파특보 발효 시(평일 09:00~20:00) 운영","193552.665731","543107.474207"
"1101","새들경로당","Y","서울특별시 관악구 관천로20길 43","서울특별시 관악구 신림동 1451-8","노인시설","74.88","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92507840","37.48842420","한파특보 발효시 운영","193374.001170","543221.997574"
"1102","색동경로당","Y","서울특별시 관악구 신림로70길 74","서울특별시 관악구 신림동 1418-1","노인시설","86.00","11","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93268880","37.48650460","한파특보 발효시 운영","194046.905853","543008.438842"
"1103","난향동주민센터","Y","서울특별시 관악구 난곡로 67","서울특별시 관악구 신림동 1735-5","주민센터","697.90","56","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91883410","37.46152010","한파특보 발효 시(평일 09:00~20:00) 운영","192819.187214","540236.460934"
"1104","난향경로당","Y","서울특별시 관악구 난곡로9길 29-2 ","서울특별시 관악구 신림동 678-4","노인시설","97.00","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91813340","37.46404320","한파특보 발효시 운영","192757.439078","540516.544277"
"1105","국회단지경로당","Y","서울특별시 관악구 난향9길 59-1 ","서울특별시 관악구 신림동 675-330","노인시설","206.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91497000","37.46030300","한파특보 발효시 운영","192477.205170","540101.681035"
"1106","신림SH빌(아)경로당","Y","서울특별시 관악구 난곡로 80","서울특별시 관악구 신림동 1736-1","노인시설","64.00","8","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91983400","37.46242000","한파특보 발효시 운영","192907.734188","540336.261798"
"1107","조원동주민센터","Y","서울특별시 관악구 조원로12길 25","서울특별시 관악구 신림동 568-27","주민센터","2,668.93","29","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.90780780","37.48258840","한파특보 발효 시(평일 09:00~20:00) 운영","191845.970315","542575.656439"
"1108","구립강남경로당","Y","서울특별시 관악구 조원로4길 24","서울특별시 관악구 신림동 1657-3","노인시설","191.73","24","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.90470180","37.48233680","한파특보 발효시 운영","191571.228766","542548.005688"
"1109","조원경로당","Y","서울특별시 관악구 조원로 48","서울특별시 관악구 신림동 560-6","노인시설","93.00","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.90774900","37.48349200","한파특보 발효시 운영","191840.867950","542675.949164"
"1110","대학동주민센터","Y","서울특별시 관악구 신림로 111","서울특별시 관악구 신림동 1516","주민센터","1,184.00","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93696400","37.47060200","한파특보 발효 시(평일 09:00~20:00) 운영","194423.828883","541243.200791"
"1111","구립대학경로당","Y","서울특별시 관악구 대학12길 16","서울특별시 관악구 신림동 253-13","노인시설","96.00","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93698780","37.46663800","한파특보 발효시 운영","194425.639899","540803.249042"
"1112","삼성동주민센터","Y","서울특별시 관악구 호암로 589","서울특별시 관악구 신림동 1528","주민센터","210.25","29","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93297240","37.47009900","한파특보 발효 시(평일 09:00~20:00) 운영","194070.691761","541187.618394"
"1113","돌샘경로당","Y","서울특별시 관악구 호암로18나길 5","서울특별시 관악구 신림동 306-12","노인시설","143.60","18","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93287390","37.46529070","한파특보 발효시 운영","194061.598053","540653.968460"
"1114","주공2단지(아)경로당","Y","서울특별시 관악구 광신길 86","서울특별시 관악구 신림동 1713","노인시설","142.00","18","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92669700","37.46391500","한파특보 발효시 운영","193515.031279","540501.691819"
"1115","원신경로당","Y","서울특별시 관악구 양지10길 15-1 ","서울특별시 관악구 신림동 368-8","노인시설","214.00","27","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92799400","37.47045000","한파특보 발효시 운영","193630.328750","541226.899713"
"1116","주공1단지(아)경로당","Y","서울특별시 관악구 광신길 160","서울특별시 관악구 신림동 1704-1","노인시설","106.00","13","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92791100","37.46593500","한파특보 발효시 운영","193622.603008","540725.801459"
"1117","미성동주민센터","Y","서울특별시 관악구 난곡로 249","서울특별시 관악구 신림동 763-9","주민센터","300.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91555780","37.47619020","한파특보 발효 시(평일 09:00~20:00) 운영","192530.790005","541864.898510"
"1118","미성경로당","Y","서울특별시 관악구 난곡로58길 11","서울특별시 관악구 신림동 1566-35","노인시설","97.20","12","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91574350","37.48005660","한파특보 발효시 운영","192547.599790","542294.002605"
"1119","삼성경로당","Y","서울특별시 관악구 난곡로63가길 47","서울특별시 관악구 신림동 1476-33","노인시설","112.00","14","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91451000","37.47885100","한파특보 발효시 운영","192438.376489","542160.295401"
"1120","약수경로당","Y","서울특별시 관악구 미성길 123","서울특별시 관악구 신림동 733","노인시설","120.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91222600","37.47183800","한파특보 발효시 운영","192235.630293","541382.132191"
"1121","하난곡경로당","Y","서울특별시 관악구 난우10가길 20-7 ","서울특별시 관악구 신림동 597-96","노인시설","198.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91993300","37.47679200","한파특보 발효시 운영","192917.848712","541931.352224"
"1122","난곡동주민센터","Y","서울특별시 관악구 난곡로30길 40","서울특별시 관악구 신림동 633-56","주민센터","836.94","23","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92164240","37.47101150","한파특보 발효 시(평일 09:00~20:00) 운영","193068.516167","541289.667154"
"1123","난곡경로당","Y","서울특별시 관악구 난곡로31길 38","서울특별시 관악구 신림동 712-7","노인시설","305.00","38","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91834500","37.47043920","한파특보 발효시 운영","192776.774282","541226.397359"
"1124","무궁화경로당","Y","서울특별시 관악구 난곡로26다길 17","서울특별시 관악구 신림동 646-7","노인시설","246.00","31","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92451690","37.47000940","한파특보 발효시 운영","193322.704257","541178.239900"
"1125","법원경로당","Y","서울특별시 관악구 법원단지25길 15","서울특별시 관악구 신림동 610-47","노인시설","188.00","24","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92289300","37.47580190","한파특보 발효시 운영","193179.579099","541821.245876"
"1126","우림경로당","Y","서울특별시 관악구 난곡로24가길 19-4 ","서울특별시 관악구 신림동 638-62","노인시설","268.00","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92177200","37.46994300","한파특보 발효시 운영","193079.882035","541171.068540"
"1127","중앙노인종합복지관","Y","서울특별시 서초구 서초대로54길 45","서울특별시 서초구 서초동 1666-17","복지회관","155.00","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01680300","37.49228900","","201485.965520","543648.435627"
"1128","서초1동주민센터","Y","서울특별시 서초구 사임당로 89","서울특별시 서초구 서초동 1649-5","주민센터","197.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01944300","37.49014000","한파특보 발령 시 평일 18:00~21:00 연장 운영","201719.481960","543409.969784"
"1129","서초1동 경로당","Y","서울특별시 서초구 효령로68길 49-3 ","서울특별시 서초구 서초동 1436-6","노인시설","198.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.02249000","37.48543400","","201989.074489","542887.725876"
"1130","서초2동 주민센터","Y","서울특별시 서초구 서초대로70길 51","서울특별시 서초구 서초동 1332-6","주민센터","2,383.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.02493160","37.49204930","한파특보 발령 시 평일 18:00~21:00 연장 운영","202204.821550","543621.991419"
"1131","서초2동 경로당","Y","서울특별시 서초구 강남대로45길 17-2 ","서울특별시 서초구 서초동 1357-48","노인시설","179.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.03089160","37.48795850","","202732.042074","543168.122681"
"1132","서초3동 주민센터","Y","서울특별시 서초구 반포대로 34","서울특별시 서초구 서초동 1459-12","주민센터","690.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01204090","37.48365960","한파특보 발령 시 평일 18:00~21:00 연장 운영","201064.953905","542690.621521"
"1133","서초구립 하명달 경로당","Y","서울특별시 서초구 반포대로23길 51-6 ","서울특별시 서초구 서초동 1506-11","노인시설","82.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.00577630","37.48858330","","200510.849649","543237.034683"
"1134","서초3동 경로당(서초느티나무쉼터)","Y","서울특별시 서초구 반포대로1길 53-3 ","서울특별시 서초구 서초동 1484-6","노인시설","150.38","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01087420","37.48281240","","200961.776322","542596.581013"
"1135","예술의마을 경로당","Y","서울특별시 서초구 남부순환로323길 44-15 ","서울특별시 서초구 서초동 1455-4","노인시설","79.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01447640","37.48325520","","201280.367898","542645.768822"
"1136","서초느티나무쉼터","Y","서울특별시 서초구 반포대로1길 53-3 ","서울특별시 서초구 서초동 1484-6","노인시설","697.22","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01087960","37.48281530","","200962.253891","542596.902930"
"1137","서초4동 주민센터","Y","서울특별시 서초구 서운로26길 3","서울특별시 서초구 서초동 1302-6","주민센터","86.31","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.02217970","37.50269150","한파특보 발령 시 평일 18:00~21:00 연장 운영","201961.179438","544803.076260"
"1138","명달 경로당","Y","서울특별시 서초구 서운로23길 17","서울특별시 서초구 서초동 1313-17","노인시설","132.00","33","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.02098220","37.49853070","","201855.396719","544341.257061"
"1139","장안 경로당","Y","서울특별시 서초구 서초대로55길 13","서울특별시 서초구 서초동 1697-18","노인시설","172.00","43","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.01533950","37.49591590","","201356.475977","544050.952015"
